track_id,name,artist_name,album_name,genre,energy,valence,tempo,instrumentalness
track_000032,Sample Track 32,Artist 166,Album 62,soul,0.7714316217362246,0.8814526353141994,130.71186123733906,0.017964247756931596
track_000033,Sample Track 33,Artist 60,Album 44,r&b,0.9240025439011793,0.8270963256425153,173.55675696183297,0.3573786558791453
track_000034,Sample Track 34,Artist 198,Album 12,soul,0.7858229724393903,0.8338836053121865,160.0380145268979,0.14946309154948403
track_000035,Sample Track 35,Artist 177,Album 10,folk,0.7729905238214875,0.881675813654796,135.2172639253354,0.04910317296459441
track_000036,Sample Track 36,Artist 149,Album 7,hip hop,0.7467882359898785,0.6619878093657443,156.36358469972976,0.3498248163349858
track_000037,Sample Track 37,Artist 9,Album 20,jazz,0.8965771611778826,0.8918296635576806,150.5437299859382,0.057559001020500315
track_000038,Sample Track 38,Artist 62,Album 93,indie rock,0.7651174471997252,0.6482284431580911,160.9818617431586,0.04873300185141245
track_000039,Sample Track 39,Artist 60,Album 51,r&b,0.8494679862130166,0.6679349389814166,168.4433470447535,0.2861628518463207
track_000040,Sample Track 40,Artist 139,Album 9,folk,0.7414538603737552,0.6458886030586,175.72619050938394,0.15903127752997626
track_000041,Sample Track 41,Artist 194,Album 30,pop,0.8690874110632597,0.8871307445436213,137.90032738604125,0.3699233717248109
track_000042,Sample Track 42,Artist 98,Album 50,indie rock,0.8432475301584379,0.7938527823875147,127.24794682129445,0.056135838825565054
track_000043,Sample Track 43,Artist 150,Album 42,indie rock,0.8530502127762495,0.8805767342640612,168.45729402116527,0.1869526406221166
track_000044,Sample Track 44,Artist 193,Album 63,folk,0.714280828154477,0.6416517590620632,169.93628827808143,0.31872683533006474
track_000045,Sample Track 45,Artist 93,Album 24,classical,0.8554437969680025,0.8616442965950433,156.58332228298482,0.16502862770947213
track_000046,Sample Track 46,Artist 106,Album 12,classical,0.8122117007296423,0.7990599974181926,172.18194727338718,0.18155875283051992
track_000047,Sample Track 47,Artist 106,Album 25,jazz,0.8890434272584271,0.846804941392934,127.21140671139337,0.026623542782071265
track_000048,Sample Track 48,Artist 48,Album 48,soul,0.7450815786062476,0.849152615232339,139.3097457615204,0.05754877318845706
track_000049,Sample Track 49,Artist 183,Album 92,soul,0.7783328197611045,0.654547884605697,127.81391375625594,0.008459206534576014
track_000050,Sample Track 50,Artist 33,Album 71,indie rock,0.7519139530246046,0.6254807604618808,155.8774851505473,0.27228581071980257
track_000051,Sample Track 51,Artist 160,Album 39,hip hop,0.8310862968853352,0.8637514332480365,171.21676598251017,0.01739002480511678
track_000052,Sample Track 52,Artist 64,Album 49,pop,0.766818769065055,0.6823223969913415,154.70272645282358,0.16650497028127692
track_000053,Sample Track 53,Artist 57,Album 5,indie rock,0.8357007076922329,0.6394848518420776,170.17405467352503,0.020784746586041705
track_000054,Sample Track 54,Artist 75,Album 41,r&b,0.73378715397917,0.8546367359633483,174.2565354917294,0.3918282722346371
track_000055,Sample Track 55,Artist 64,Album 80,soul,0.8641959862389313,0.8359089428276574,128.93858029637568,0.21442721437905493
track_000056,Sample Track 56,Artist 156,Album 32,soul,0.9158173145894137,0.7442118160221196,143.72028026992086,0.25582530849484403
track_000057,Sample Track 57,Artist 50,Album 27,indie rock,0.824690545765699,0.7308979168925167,134.72162649120355,0.14700472404605122
track_000058,Sample Track 58,Artist 28,Album 51,classical,0.7885989354590108,0.7200445831208094,161.45885738190077,0.11875058982851412
track_000059,Sample Track 59,Artist 158,Album 94,ambient,0.8254185027920188,0.7052247494513597,152.59065259997018,0.33942419550944986
track_000060,Sample Track 60,Artist 183,Album 49,ambient,0.9030540387072985,0.7644894600590647,158.34214012678962,0.1152622456729847
track_000061,Sample Track 61,Artist 36,Album 73,indie rock,0.8767515509164395,0.8596085298145093,128.79406740079108,0.24575189621676793
track_000062,Sample Track 62,Artist 41,Album 63,indie rock,0.8841717507851424,0.6345030334588209,176.22044953933693,0.05496317201512087
track_000063,Sample Track 63,Artist 192,Album 95,pop,0.852483681071925,0.8369609903425687,167.91177550000208,0.37841082512693214
track_000064,Sample Track 64,Artist 160,Album 9,jazz,0.8516182148859942,0.6375642672936763,157.35377630142315,0.06851652163711552
track_000065,Sample Track 65,Artist 26,Album 56,indie rock,0.8218364367154946,0.7615632148988056,166.07148001038868,0.3196978866048267
track_000066,Sample Track 66,Artist 114,Album 52,electronic,0.8539024259654269,0.8800585083501296,128.06428172156623,0.04684142636004421
track_000067,Sample Track 67,Artist 144,Album 9,electronic,0.8104659921896911,0.8345532106811345,160.60265338520696,0.13345510333129526
track_000068,Sample Track 68,Artist 131,Album 74,hip hop,0.8930077152969566,0.688455132863951,142.48732904855117,0.12577599208170517
track_000069,Sample Track 69,Artist 63,Album 16,r&b,0.9346705912101785,0.7369921707876385,143.61586954386718,0.2918742834709512
track_000070,Sample Track 70,Artist 30,Album 18,soul,0.9346735968412309,0.8362874332337238,149.28280428334787,0.15054378939233048
track_000071,Sample Track 71,Artist 130,Album 98,indie rock,0.9382867184009218,0.644358787392942,171.18148707225617,0.254829553596483
track_000072,Sample Track 72,Artist 143,Album 13,pop,0.851181919992613,0.8089679458805802,121.72585846742757,0.18172718473669863
track_000073,Sample Track 73,Artist 144,Album 82,electronic,0.8200515396316522,0.7382710968496891,138.813716095107,0.36737675820622173
track_000074,Sample Track 74,Artist 59,Album 74,folk,0.7365412186390665,0.8991400507728962,172.87280143415697,0.1135633751456156
track_000075,Sample Track 75,Artist 155,Album 83,indie rock,0.9497851353138173,0.8030485734708958,159.35737591796902,0.0361762907936531
track_000076,Sample Track 76,Artist 22,Album 68,hip hop,0.7169598807690726,0.6798401368319327,129.43829063483147,0.31070717627688743
track_000077,Sample Track 77,Artist 161,Album 20,indie rock,0.8675045694385976,0.6204871860434619,121.32036021359333,0.02066316680575957
track_000078,Sample Track 78,Artist 182,Album 82,ambient,0.9023556346062597,0.6791803179819427,171.1151217324613,0.022892776061304156
track_000079,Sample Track 79,Artist 134,Album 80,r&b,0.8953060157850513,0.8124550273538048,170.4408329006676,0.016060519818826568
track_000080,Sample Track 80,Artist 185,Album 46,jazz,0.7399816830333543,0.7563139871559661,164.96609957140183,0.2520047378305595
track_000081,Sample Track 81,Artist 18,Album 85,electronic,0.8863090620644387,0.6659820323519822,136.97476632775022,0.28396187891252156
track_000082,Sample Track 82,Artist 31,Album 52,r&b,0.8567704654344966,0.6258050913474758,157.36222922572443,0.01694022063206684
track_000083,Sample Track 83,Artist 44,Album 88,electronic,0.7515506831414007,0.6365990916890174,131.82846050393883,0.39201087182167704
track_000084,Sample Track 84,Artist 142,Album 59,electronic,0.8981794276019379,0.7945584192112553,154.7723758475596,0.05805210186601988
track_000085,Sample Track 85,Artist 50,Album 94,soul,0.8487241317938101,0.8129350239308292,159.30475615947321,0.3762377638782074
track_000086,Sample Track 86,Artist 60,Album 16,pop,0.832004657227266,0.7271699733148221,148.97595503947446,0.04768701047909785
track_000087,Sample Track 87,Artist 194,Album 14,r&b,0.7831291049025995,0.7340919319675915,157.04826527516107,0.2538516469673052
track_000088,Sample Track 88,Artist 56,Album 97,electronic,0.8081079462628873,0.6731122727421189,155.71006865613148,0.12681636452689515
track_000089,Sample Track 89,Artist 184,Album 4,jazz,0.8237918420216408,0.6754219317792212,154.77501805420482,0.22630876017276838
track_000090,Sample Track 90,Artist 84,Album 59,folk,0.8655076357282904,0.7992055863910992,139.65663495761854,0.31497288879438157
track_000091,Sample Track 91,Artist 69,Album 55,pop,0.8602429954258537,0.7145906269905737,151.25161543179874,0.2946822753928881
track_000092,Sample Track 92,Artist 86,Album 56,hip hop,0.9310537273508459,0.7560535483030988,151.69623176969358,0.31994816430553463
track_000093,Sample Track 93,Artist 49,Album 32,soul,0.8285939951641815,0.6435984500572278,125.25148967730368,0.33679728441578527
track_000094,Sample Track 94,Artist 167,Album 82,indie rock,0.7773467446720774,0.7068977117454482,131.20667226630403,0.1255573479207957
track_000095,Sample Track 95,Artist 14,Album 74,r&b,0.9085216218849647,0.8583989268366219,142.96343281830136,0.061445159624253926
track_000096,Sample Track 96,Artist 3,Album 24,ambient,0.7387214134075746,0.7158266147126933,177.54732167315737,0.39818578903345486
track_000097,Sample Track 97,Artist 90,Album 77,electronic,0.8750396117998621,0.8145678459903637,143.88266001465533,0.2563554538344638
track_000098,Sample Track 98,Artist 62,Album 34,indie rock,0.7601738380645379,0.7622756078605057,130.66132695123946,0.06636274715061345
track_000099,Sample Track 99,Artist 84,Album 83,r&b,0.8434326627268276,0.853330221955697,179.42897819525007,0.05663835542750988
track_000100,Sample Track 100,Artist 197,Album 50,electronic,0.8042174518020607,0.6332142922573937,165.5644801948899,0.17351161092903722
track_000101,Sample Track 101,Artist 96,Album 47,r&b,0.7534223965354083,0.8730600504253023,123.63429624948246,0.0931409139774825
track_000102,Sample Track 102,Artist 30,Album 20,jazz,0.8276474101763807,0.7800691001742909,150.10410857518931,0.03364613382275281
track_000103,Sample Track 103,Artist 54,Album 25,hip hop,0.8630212881148301,0.7982532245389395,160.54199206572994,0.30516120761581167
track_000104,Sample Track 104,Artist 168,Album 61,indie rock,0.7979860123838269,0.7664629562258868,140.96893251454225,0.33779154931487465
track_000105,Sample Track 105,Artist 66,Album 48,soul,0.9144837240514805,0.7563895300420145,174.66358238840965,0.23484957621479224
track_000106,Sample Track 106,Artist 153,Album 12,hip hop,0.7917417909419658,0.7546569179741307,152.3532514192701,0.04199188635842824
track_000107,Sample Track 107,Artist 5,Album 40,r&b,0.8613997376875381,0.6614769089067206,140.9924825009667,0.07664120386507994
track_000108,Sample Track 108,Artist 183,Album 26,indie rock,0.9325905100409664,0.7399801251944927,139.14456927282637,0.23939087662309466
track_000109,Sample Track 109,Artist 113,Album 1,electronic,0.8787280317677342,0.7937932341900863,178.9265509050096,0.24814308386321762
track_000110,Sample Track 110,Artist 56,Album 88,electronic,0.8927438151641618,0.8719650828695754,163.52106085638275,0.38528448941975185
track_000111,Sample Track 111,Artist 125,Album 78,electronic,0.7373849770840729,0.8223999158681985,146.96523327211474,0.2212415209645101
track_000112,Sample Track 112,Artist 173,Album 96,ambient,0.9427556280093367,0.8955276436151711,138.00546648378642,0.29350139897516647
track_000113,Sample Track 113,Artist 194,Album 75,ambient,0.739728745967413,0.6218746184828587,166.86324452422153,0.19587989672676237
track_000114,Sample Track 114,Artist 69,Album 87,r&b,0.8215936294864767,0.8935959239314137,145.28298412944955,0.3174728602239891
track_000115,Sample Track 115,Artist 130,Album 9,jazz,0.9024943488765738,0.8781634834937677,169.53240234642846,0.014788290880469691
track_000116,Sample Track 116,Artist 111,Album 6,classical,0.7216876333553243,0.6416918644232218,160.84303209138156,0.2853032785246793
track_000117,Sample Track 117,Artist 131,Album 77,indie rock,0.8874635524343624,0.8422527617109233,123.88885887957348,0.09381406017651944
track_000118,Sample Track 118,Artist 173,Album 11,ambient,0.9159500731099575,0.6113050362325011,151.36313118486464,0.2709149597457589
track_000119,Sample Track 119,Artist 106,Album 3,folk,0.9249523715320872,0.8047677145681991,135.02184343827525,0.34111245185276506
track_000120,Sample Track 120,Artist 80,Album 52,classical,0.9148027210745742,0.6966936588244826,155.8288948021058,0.15877602709913363
track_000121,Sample Track 121,Artist 23,Album 28,soul,0.7550224836654779,0.6345953614583713,141.17368937419397,0.28705565905662705
track_000122,Sample Track 122,Artist 177,Album 43,hip hop,0.9496984088160235,0.6959449965332378,145.06857511674565,0.05472851121185052
track_000123,Sample Track 123,Artist 24,Album 57,pop,0.878211442428958,0.7826117237198779,144.14977648238585,0.36611950411422195
track_000124,Sample Track 124,Artist 199,Album 22,electronic,0.7422480591951347,0.7159597543277487,124.96283346201825,0.08079161507551263
track_000125,Sample Track 125,Artist 111,Album 2,classical,0.8622896635884313,0.7095548140898833,145.80252451881134,0.3836837091378304
track_000126,Sample Track 126,Artist 91,Album 96,folk,0.8398055928667882,0.6925168537824293,173.9228111276067,0.0940388467522638
track_000127,Sample Track 127,Artist 112,Album 33,hip hop,0.8370900932684173,0.8252722053312133,155.8539428556622,0.2613756836037981
track_000128,Sample Track 128,Artist 181,Album 3,jazz,0.7679292947903991,0.7035227806789129,130.1710522809219,0.349725746116323
track_000129,Sample Track 129,Artist 1,Album 29,indie rock,0.9000738620339297,0.8373089917189569,146.8647892564674,0.19050292343469027
track_000130,Sample Track 130,Artist 112,Album 95,r&b,0.8719033944749658,0.846245148504186,174.25068418393468,0.3150359344917357
track_000131,Sample Track 131,Artist 94,Album 19,pop,0.7344545977554907,0.7993474167035596,177.36561626308085,0.20509282572004453
track_000132,Sample Track 132,Artist 112,Album 93,electronic,0.7186022603403591,0.8883346114754739,127.07715836367937,0.016431637321938777
track_000133,Sample Track 133,Artist 11,Album 25,soul,0.8192282821788229,0.7596654623645626,139.44162699268645,0.020384193029954423
track_000134,Sample Track 134,Artist 14,Album 85,pop,0.8022810507175827,0.6275532507396955,162.1931938109849,0.0828082166099248
track_000135,Sample Track 135,Artist 195,Album 30,electronic,0.8099863119365954,0.6104816052256922,127.61215188892315,0.34510582549635127
track_000136,Sample Track 136,Artist 79,Album 17,indie rock,0.83196016539509,0.7519555818870903,140.65255549962762,0.17253080805857987
track_000137,Sample Track 137,Artist 110,Album 78,electronic,0.7724836504196599,0.7035222278806417,135.30648832867163,0.19194536022042608
track_000138,Sample Track 138,Artist 168,Album 86,ambient,0.7647806901112209,0.7059133651959113,175.89269243775988,0.01942771593878323
track_000139,Sample Track 139,Artist 99,Album 46,hip hop,0.7461089627737938,0.6237384658015898,129.1541169266733,0.36752927741227315
track_000140,Sample Track 140,Artist 142,Album 9,indie rock,0.7551972739547244,0.6190722187414769,127.52713858617,0.2480597146513185
track_000141,Sample Track 141,Artist 95,Album 24,indie rock,0.8516468918638702,0.8563362465960359,121.27974218180056,0.34134778373694674
track_000142,Sample Track 142,Artist 114,Album 53,ambient,0.7490584366651898,0.8341518425592324,171.47400096564456,0.10170539350166292
track_000143,Sample Track 143,Artist 50,Album 91,soul,0.8548218690399971,0.8955483647491167,142.33062863971276,0.32526373832804517
track_000144,Sample Track 144,Artist 91,Album 15,classical,0.9018112453379578,0.7842128364701664,133.76498601829869,0.16561043751569457
track_000145,Sample Track 145,Artist 127,Album 32,hip hop,0.7171603448239273,0.7104788100680824,122.12301472123171,0.06619510303271002
track_000146,Sample Track 146,Artist 16,Album 66,folk,0.8799418965640611,0.824188312072641,139.71203709666875,0.35600778284707824
track_000147,Sample Track 147,Artist 30,Album 59,jazz,0.7444924787493281,0.8109976738096134,131.2036922500826,0.20291708063281733
track_000148,Sample Track 148,Artist 26,Album 13,r&b,0.7109618251360015,0.6148081425502915,179.59199033389987,0.2338555336536662
track_000149,Sample Track 149,Artist 78,Album 13,soul,0.9212912720306461,0.7654981198022989,157.68572976178464,0.10927487660035054
track_000150,Sample Track 150,Artist 179,Album 72,indie rock,0.8526962261338074,0.6954790060288013,160.15364175296077,0.3344980707370405
track_000151,Sample Track 151,Artist 38,Album 2,indie rock,0.7655073295248445,0.8634276643921024,135.96620588714788,0.24430805329416733
track_000152,Sample Track 152,Artist 119,Album 19,soul,0.8050799600142197,0.8065100214439402,163.8204084482106,0.22677511812775475
track_000153,Sample Track 153,Artist 54,Album 76,folk,0.8106253730961932,0.759229085046804,121.73572279853158,0.3184114225241514
track_000154,Sample Track 154,Artist 196,Album 36,soul,0.8079107432865356,0.6372808692959248,173.48972887884844,0.15800289601622258
track_000155,Sample Track 155,Artist 32,Album 68,electronic,0.9407719110898478,0.661748110928331,132.77297758106994,0.3435931442230855
track_000156,Sample Track 156,Artist 30,Album 98,r&b,0.7609153778055923,0.7462422575707001,164.27619936920695,0.3513462935243207
track_000157,Sample Track 157,Artist 129,Album 38,electronic,0.8880119385247364,0.8220294332293107,167.194647671539,0.22797352745661056
track_000158,Sample Track 158,Artist 103,Album 44,pop,0.9269535898107295,0.8610160364030982,168.08774871328166,0.0399449908642918
track_000159,Sample Track 159,Artist 1,Album 21,electronic,0.7155536226996672,0.8939751437751111,143.25153614098517,0.28772501347632945
track_000160,Sample Track 160,Artist 148,Album 93,hip hop,0.8047111731560197,0.7025484216939032,156.91572660499656,0.2323957494992203
track_000161,Sample Track 161,Artist 77,Album 41,indie rock,0.9344915286959588,0.745615674421713,132.60778866428726,0.15088239315320157
track_000162,Sample Track 162,Artist 120,Album 36,classical,0.7414660863262927,0.6572327351608209,161.38916233022695,0.1357911016835611
track_000163,Sample Track 163,Artist 5,Album 95,folk,0.7337418812251573,0.8285163232700749,172.98112706315433,0.11124534274859516
track_000164,Sample Track 164,Artist 49,Album 48,jazz,0.7545838723690609,0.7613835673962885,148.6365818335595,0.1037759359418137
track_000165,Sample Track 165,Artist 26,Album 5,indie rock,0.940239763432546,0.7992305682182723,150.2348868410885,0.04427682961184645
track_000166,Sample Track 166,Artist 96,Album 24,jazz,0.7807457478978902,0.831793030256098,172.72593703861253,0.3606567414265754
track_000167,Sample Track 167,Artist 21,Album 98,ambient,0.9387197918643155,0.6308284207458364,129.12981861974052,0.12178661059041317
track_000168,Sample Track 168,Artist 196,Album 23,soul,0.733274693289315,0.8552811177626214,157.38861456556123,0.216945760920882
track_000169,Sample Track 169,Artist 104,Album 17,indie rock,0.7484748859957419,0.8570606157604916,155.46944374361186,0.29405177100785335
track_000170,Sample Track 170,Artist 51,Album 74,jazz,0.7991006329011865,0.7274079396836948,165.84088333289804,0.30894119506982726
track_000171,Sample Track 171,Artist 9,Album 21,ambient,0.7389572809864847,0.8698754039028528,126.92334309333874,0.10581592446052444
track_000172,Sample Track 172,Artist 188,Album 18,hip hop,0.753078097363061,0.7299347000798913,147.54169869670343,0.09810358920928386
track_000173,Sample Track 173,Artist 175,Album 71,pop,0.9198980335653372,0.7084034222636026,152.32017326298106,0.09936256154626061
track_000174,Sample Track 174,Artist 170,Album 33,jazz,0.7487009750844618,0.8826055131341792,173.39134088772923,0.3109434853310769
track_000175,Sample Track 175,Artist 66,Album 52,jazz,0.8371389598837995,0.7656047239373559,146.63922199716373,0.05270193315682699
track_000176,Sample Track 176,Artist 98,Album 36,pop,0.9385399318029639,0.7497889202800416,177.23912596940616,0.06543075108404399
track_000177,Sample Track 177,Artist 75,Album 55,r&b,0.7707643054703843,0.6187158278407419,128.01824533367247,0.3667393630516783
track_000178,Sample Track 178,Artist 42,Album 1,classical,0.855951010859502,0.7448540982768892,144.6266234694714,0.21275443653842727
track_000179,Sample Track 179,Artist 132,Album 19,hip hop,0.9063938884889271,0.8250682434921395,148.6567985238232,0.061150848850534394
track_000180,Sample Track 180,Artist 197,Album 83,r&b,0.7919328961716146,0.6245309400121107,141.2018169318271,0.31778281219835375
track_000181,Sample Track 181,Artist 131,Album 62,indie rock,0.9004724921269706,0.6714668372133573,175.50321564949763,0.17519584116814904
track_000182,Sample Track 182,Artist 150,Album 29,ambient,0.7105541054208181,0.8980768645392416,137.57288677188515,0.024825242616062095
track_000183,Sample Track 183,Artist 80,Album 46,folk,0.7465584104378181,0.793362015778761,144.18271610264375,0.36874098006199807
track_000184,Sample Track 184,Artist 26,Album 65,classical,0.8842832308121362,0.7437188347449232,159.93712676662744,0.23987814268639618
track_000185,Sample Track 185,Artist 15,Album 47,ambient,0.7922512742611894,0.661398295362289,161.00754959190988,0.3384030245231635
track_000186,Sample Track 186,Artist 190,Album 58,indie rock,0.8179118452214433,0.8688214300093247,165.22749851644917,0.3967230865990513
track_000187,Sample Track 187,Artist 91,Album 53,folk,0.7825952674731027,0.8847853239031378,142.61379382483565,0.29540428507465144
track_000188,Sample Track 188,Artist 132,Album 40,electronic,0.8448365432151198,0.8187369351562485,151.0271149533299,0.36283453076380345
track_000189,Sample Track 189,Artist 66,Album 42,pop,0.7921669839920129,0.7283654337869938,146.9629563857796,0.0503228073249141
track_000190,Sample Track 190,Artist 129,Album 82,indie rock,0.8701975815552219,0.8001001441194852,160.11167313839562,0.00790657813707667
track_000191,Sample Track 191,Artist 177,Album 33,hip hop,0.8967563414105629,0.8595828164048778,135.5541422563427,0.26713966353919455
track_000192,Sample Track 192,Artist 40,Album 18,pop,0.7760366061444112,0.6502098039076917,137.72772522935452,0.2698946189397112
track_000193,Sample Track 193,Artist 182,Album 91,folk,0.8400989683881726,0.8134034193605953,177.22242564064837,0.24402419315486956
track_000194,Sample Track 194,Artist 41,Album 74,jazz,0.8601147576593446,0.7029424368866247,178.59157505081075,0.15987045406545475
track_000195,Sample Track 195,Artist 88,Album 68,soul,0.8060147470723412,0.8637812078635284,157.0034192215615,0.17757715455839054
track_000196,Sample Track 196,Artist 5,Album 18,r&b,0.9149562502753349,0.7034425454086521,153.12835572043903,0.1959297024369851
track_000197,Sample Track 197,Artist 89,Album 63,hip hop,0.7686092001838132,0.8746748322241055,175.50859547041188,0.3373291543047916
track_000198,Sample Track 198,Artist 67,Album 93,r&b,0.8887979661871253,0.8317534962829799,165.9928154257958,0.19224305237692263
track_000199,Sample Track 199,Artist 125,Album 46,ambient,0.8647566066462297,0.693902839469677,136.2106961724389,0.23438454963842192
track_000200,Sample Track 200,Artist 48,Album 36,electronic,0.7625255861107116,0.846656244858321,171.7736252383682,0.06707980787111238
track_000201,Sample Track 201,Artist 73,Album 1,indie rock,0.9014026005633806,0.8533604212079541,129.1614151368469,0.3097343604732205
track_000202,Sample Track 202,Artist 67,Album 60,pop,0.8036150216375669,0.8995967593534556,132.36285857062367,0.061585433031050574
track_000203,Sample Track 203,Artist 6,Album 42,electronic,0.9338961877791807,0.8944381322045799,125.10879755889228,0.05519900693916213
track_000204,Sample Track 204,Artist 124,Album 59,folk,0.7749517165450065,0.8666062272568446,160.14374217651613,0.044737920952270874
track_000205,Sample Track 205,Artist 142,Album 83,soul,0.8116388947231169,0.7701336292822057,150.54520279573643,0.27446516624606015
track_000206,Sample Track 206,Artist 36,Album 79,ambient,0.9480900813267331,0.8998323536750145,151.4711047555028,0.038079634784345597
track_000207,Sample Track 207,Artist 136,Album 73,pop,0.7863983330309648,0.7437505768928964,146.0618385641119,0.020567661822771744
track_000208,Sample Track 208,Artist 195,Album 37,ambient,0.7948010468164323,0.8383645236431356,170.09508444163717,0.3284923146391382
track_000209,Sample Track 209,Artist 187,Album 42,classical,0.8897169871200932,0.8424029358143896,149.9841893370906,0.35721240781452124
track_000210,Sample Track 210,Artist 64,Album 27,pop,0.9209765071181504,0.6378676175618455,130.0580058012222,0.21353600530958416
track_000211,Sample Track 211,Artist 56,Album 7,soul,0.7101244985997693,0.7365318313113363,166.70280899624157,0.013935340111966267
track_000212,Sample Track 212,Artist 11,Album 34,ambient,0.9075505561798847,0.6587202460875826,129.66496035446286,0.34432038944821447
track_000213,Sample Track 213,Artist 54,Album 82,soul,0.9066079710305552,0.6368992624531035,144.2744095583865,0.2951190224425492
track_000214,Sample Track 214,Artist 108,Album 59,jazz,0.8905589394640526,0.756211795273336,165.26569328894576,0.18587185514293184
track_000215,Sample Track 215,Artist 62,Album 37,electronic,0.7600110419444036,0.8279323350657048,128.01571053400366,0.034392940044378054
track_000216,Sample Track 216,Artist 44,Album 34,pop,0.7520831627489413,0.848701210614001,144.51189078497853,0.396155382944193
track_000217,Sample Track 217,Artist 170,Album 14,r&b,0.8176950817283001,0.7239462712421515,172.62996774419085,0.3902382583313599
track_000218,Sample Track 218,Artist 131,Album 95,hip hop,0.7561521629684319,0.6740313971505909,159.70835886660873,0.11563343265527669
track_000219,Sample Track 219,Artist 51,Album 73,indie rock,0.8422181044376966,0.8502786082032479,162.92143353281799,0.01063110599891668
track_000220,Sample Track 220,Artist 113,Album 53,indie rock,0.8543740285894438,0.75099570193046,136.3508946652365,0.16746243492592067
track_000221,Sample Track 221,Artist 52,Album 76,pop,0.8446935362936105,0.7217571494485598,136.97110892821132,0.2087673883077014
track_000222,Sample Track 222,Artist 165,Album 17,classical,0.8453828328913334,0.8062291909277949,124.8986734442443,0.0004269860090988953
